Número inscripción,,Denominación social,,
3046,,"NEIKER-INSTITUTO VASCO DE INVESTIGACIÓN Y DESARROLLO AGRARIO, S.A.",,
3152,,ALKE SERVICIOS Y LIMPIEZA S.L.,,
3103,,M.B.N. COMUNICACION,,
2980,,"EXCAVACIONES SUBIDE, S.L.",,
3004,,"VASCONGADA DE AUTOMÓVILES, S.L.",,
3094,,CONSTRUCCIONES EGURKI ERAIKUNTZAK SL,,
2655,,"LIMPIEZAS LA MODERNA, S.L.",,
2737,,"BARCELONA TECNOLOGÍAS DE LA INFORMACIÓN, S.A.",,
2948,,"ATU 03, S.L.",,
2910,,"EPTISA TECNOLOGÍAS DE LA INFORMACIÓN, S.A.",,
2611,,"SIEMENS MEDICAL SOLUTIONS DIAGNOSTICS EUROPE LIMITED, SUCURSAL EN ESPAÑA",,
2913,,"TÜV INTERNACIONAL - GRUPO TÜV RHEINLAND, S.L.",,
3123,,"CEDYC, S. COOP.",,
1658,,"TELENOR COMUNICACIONES, S.L.",,
,,,,
2996,,"PATIO ESPACIO DE COMUNICACIÓN, S.L.",,
7254,,ANULACIONES SEPTICAS MUNGIA S.L.,,
8174,,AITOR ETXANDI PATIÑO,,
2855,,"KRAPE, S.A.",,
5730,,"AZUL MARINO VIAJES, S.L.",,
2998,,"ZAGAR SISTEMAS, S.L.",,
2870,,"UMEALAI HAUR HEZKUNTZ ZERBITZUAK, S.L.",,
2920,,AGUSTÍN CUBAS GÓMEZ,,
2346,,"KOPIAK, S.A.",,
2552,,"C.M.C. CANAL, S.L.",,
2340,,"BETEAN AUDITORÍA, S.L.P.",,
2437,,"EXCAVACIONES ASTIGARRAGA, S.L.",,
2634,,"PUBLICIDAD PELCONS, S.L.",,
2643,,"PUNTO COMERCIAL INNOVACIÓN Y SERVICIOS EN INTERNET, S.A.",,
2345,,"ETXELAN ARABA, S.L.",,
2526,,"DOKU, S.L.",,
2719,,"PROFIT GESTIÓN INFORMÁTICA, S.A.",,
2574,,"ORGANIZACIÓN TÉCNICA EMPRESAS VIZCAYA, S.A.",,
2446,,"ORGANON ESPAÑOLA, S.A.",,
948,,"CUBICAL, S.A.",,
2539,,"TECNEI ARQUITECTURA, S.A.",,
1998,,"AZAFATAN ALKARTEA LANKOR, S.L.",,
2230,,"TUÑÓN ASOCIADOS, S.L.",,
2201,,"PROINTEC, S.A.",,
2264,,"TARPOON-SUB, S.L.",,
,,,,
1398,,"SERVICIOS GENERALES DE TELEDIFUSIÓN, S.A.",,
2275,,MARÍA LOURDES ROMANO AGIRRE,,
2566,,ASOCIACIÓN CENTRO DE TECNOLOGÍAS DE INTERACCIÓN VISUAL Y COMUNICACIONES VICOMTEC,,
2150,,"ZUTARRI, S.L.",,
2247,,SISTEMAS INTEGRALES DE ESTERILIZACION S.A.,,
2364,,"KEMIA CIENTÍFICA, S.A.",,
2159,,"J.T.A. ASOCIADOS, S.A.",,
2305,,"EKITEL OBRAS Y REFORMAS, S.L.",,
584,,"KAEFER AISLAMIENTOS, S.A.",,
2558,,"SABALAIN, S.L.",,
2471,,"PROMOCIONES SOLINOR, S.L.",,
2400,,"INDUSTRIAS LOINTEK, S.L.",,
2494,,"AFK MARKETING GLOBAL SOLUTIONS, S.A.",,
2452,,"ESTUDIO URGARI, S.L.",,
1559,,"AURORA VIDA, S.A. DE SEGUROS Y REASEGUROS",,
2114,,"DIMENSIÓN MARKETING DIRECTO, S.A.",,
2390,,"ARTEKA UNE ETA GESTIÓN, S.L.",,
2488,,"EXCAVACIONES Y OBRAS DE DIEGO, S.L.",,
2326,,"ARBORA & AUSONIA, S.L",,
2442,,"METALURGICA MARINA, S.A.",,
2532,,"NABIL DE CUATRO, S.L.",,
2122,,GRAFICAS ZAMUDIO PRINTEK SAL,,
1348,,"VALERIANO UdRRUTICOECHEA, S.L.U.",,
2609,,"LABORATORIOS DR. ESTEVE, S.A.",,
2461,,"LEIOA BERRI AUTO, S.L.",,
,,,,
4295,,"GRUPO SIFU EUSKADI, S.L.",,
3995,,"ESTUDIOS Y CONSTRUCCIONES ENCARTACIONES, S.L.",,
3860,,"ERGOACTIV SPORT, S.L.",,
3688,,"FERRER FARMA, S.A.",,
4691,,"RISO IBERICA, S.A.",,
3994,,"EFITERMIK ENERGIAS RENOVABLES, S.L.",,
4014,,"URGARBI SERVICIOS AMBIENTALES, S.L.",,
2359,,ARTXILAN S.L.,,
4257,,"GOIHERRI BUS, S.L.",,
4376,,"CROMA PHARMA, S.L.",,
3868,,"ALFONSO OLAVE, S.L.",,
3760,,"KLIMATITAZIO BERMIOTARRA, S.L.",,
4279,,"ERYBA, ESTUDIOS DE MERCADO, S.L.",,
4424,,"AUTOCARES DEL ZADORRA, S.L.",,
3864,,"SONO TECONOLOGÍA AUDIOVISUAL, S.L.",,
4001,,"QUILTON, S.A.",,
4335,,COMUNICACIONES Y OCIO INTERACTIVO,,
3550,,IGNACIO QUEMADA SAENZ-BADILLOS,,
4441,,PEDRO MARÍA HURTADO GONZÁLEZ,,
4453,,SERUS GESTION INTEGRAL,,
3972,,"UMI COMUNICACIONES 2003, S.L.",,
3932,,"ADAKI DISEINUA ETA PUBLIZITATEA , S.L.",,
3967,,"FERRING, S.A.",,
4514,,"I-SAI ACCESOS Y PRESENCIA, S.L.",,
4520,,"OPTIZE BUREAU INFO, S.A.",,
,,,,
3231,,"LOGINTEGRAL EXPRESS, S.L.",,
4440,,"ZUREKIN BUS, S.L.",,
3956,,"URKAZ ERAIKUNTZAK, S.L.",,
3622,,"SERVICIOS  INTEGRALES DE ATENCION AL CLIENTE Y VENTAS XUPERA XXI, SA",,
3681,,"REFORMAS Y TRABAJOS VERTICALES A-2, S.L.",,
4469,,GEONOR REFORMAS Y CONSTRUCCIONES SOCIEDAD LIMITADA,,
4007,,"CONSTRUCCIONES Y REFORMAS ESPARTA, S.L.",,
3693,,"RED EDUCATIVA ZERBITZUAK, S.L.",,
3884,,"VITORIA-GASTEIZ T.I., S.L.",,
3918,,"JAZZ INTERIORISMO, S.L.",,
3905,,"EXCAVACIONES Y TRANSPORTES BESAIDE, S.A.",,
3553,,"AITEKOMANAGEMENT, S.L.",,
3662,,"ZUT SKATE PARKS, S.L.",,
3975,,JOSE ZUBIATE BERRIOZABAL,,
4230,,"OBRAS Y SERVICIOS ARASTEIZ, S.L.",,
3595,,"GAILUR ERAIKUNTZAK ETA ERREABILITAZIOAK, S.L.",,
3640,,"ICOTEC 2000, S.A.",,
3827,,"REPOBLACIONES AGUINAGALDE, S.L.",,
3673,,"ARISTA INTERACTIVA, S.L.",,
3632,,"INDUSTRIAS HIDRÁULICAS PARDO, S.A.",,
3452,,"ALCYONE, CENTRO DE SISTEMAS CAD, S.L.",,
3449,,"SORIN GROUP ESPAÑA, S.L.",,
3531,,"GAURKO IZADI SERVICIOS TERCERA EDAD, S. COOP",,
3344,,"OLARTZA ERAIKUNTZAK, S.L.",,
3319,,"LABORATORIOS FARMACÉUTICOS GUERBET, S.A.",,
,,,,
3456,,"GESTIÓN Y ORGANIZACIÓN DEPORTIVA, S.L.",,
3575,,"IMMUCOR, S.L.",,
3092,,"CONNECTIS ICT SERVICES, S.A.",,
3171,,"ADOS RED DE CAMPO, S.L.",,
3316,,"CLECE, S.A.",,
3345,,"CONSTRULAN DEBAGOIENEKO ERAINKUNTZAK, S.L.",,
3178,,"KAPLAN PUBLIZITATEA, S.L.",,
6499,,"PRISMA GASTEIZ, S.L.",,
3208,,"BNFIX KLZ AUDITORES, S.L.P.",,
3431,,ULIBARRI EUSKALTEGIA KOOP,,
3513,,"SISTEMAS PARA LA HIGIENE Y CONTROL DE PLAGAS, S.L.",,
3232,,"EXPLOTACIONES FORESTALES JIMÉNEZ ARABA, S.L.",,
3426,,"BRISTOL-MYERS SQUIBB, S.A.",,
3294,,"VILAU MEDIA, S.L.",,
3635,,"MC CONSTRUCCIÓN, INGENIERÍA Y GESTIÓN DE OBRAS, S.A.",,
3571,,RURURBANIA S.R.L.L.,,
3497,,"COOPERATIVA DE ENSEÑANZA DE TRABAJO ASOCIADO BILBO ZAHARRA, S.COOP.LTADA",,
5183,,"AUDIOTEC INGENEIRÍA ACÚSCTICA, S.A.",,
5179,,CENER INGENIERÍA ELECTRÓNICA S.COOP.PEQUEÑA,,
5182,,"INGETEAM POWER TECHNOLOGY, S.A.",,
5456,,"ALDAIA CONSTRUYE, S.L.U.",,
6119,,DISTRIBUCIÓN Y TRANSPORTES DE GASÓLEOS LAS LLANAS S.A.,,
5699,,"BAINET TEKNIKA, S.A.",,
5702,,"DEURBE, SOCIEDAD DE GESTIÓN, S.L.P.",,
5090,,"FAGUS SEGURIDAD, S.L.",,
,,,,
5311,,"K.G. LAMIAK, S.L.",,
5067,,"LOGROZA, S.L.",,
5015,,"ARRASATE MUNTAIAK, S.COOP.",,
4950,,"SERKOM, GESTIÓN Y SERVICIOS GRUPO MOYUA, S.L.",,
5530,,"ASVAMEDIC, S.L.L.",,
5410,,"BERDIN, S.L.",,
7964,,"DIRDIRA CONSULTORÍA, FORMACION, ORGANIZACIONES, S.L.",,
5549,,"NIMGENETICS GENÓMICA Y MEDICINA, S.L.",,
4922,,"TRANSPORTES ASOTRANS, S.A.",,
5256,,"ALAVESA DE TELECOMUNICACIONES Y ELECTRICIDAD, S.L.",,
1902,,"ENVISER SERVICIOS MEDIOAMBIENTALES, S.A.",,
5676,,IOLAN PRODUCCIONES SL,,
5586,,"FACHADAS Y TEJADOS DONOSTI, S.L.U.",,
5302,,"OPTIMUS 3D, S.L.",,
4879,,"MEDICOS DE BIZKAIA BIZKAIKO SENDAGILEAK, S.L.",,
5238,,"ECOGRAS RECUPERACIÓN Y RECICLADO, S.L.",,
5732,,MAITE ORTEGA ZUBICARAY,,
4877,,"PACAY MEDIA, S.L.",,
5773,,"PROYECTOS DEL NORTE 2011, S.L.",,
5125,,"ELIGEN DIAGNOSTICA, S.L.",,
5465,,"Servicios Informáticos de Auditoría Fiscal, S.L.U",,
5467,,"ROCHE DIABETES CARE SPAIN, S.L.",,
4813,,"ORTIZ CONSTRUCCIONES Y PROYECTOS, S.A.",,
4986,,"JARDINERÍA ILUNTZE TALDEA, S.L.U",,
3133,,"BIDAILAN CONSTRUCCIONES, S.L.",,
,,,,
1366,,"TÉCNICOS DE MANTENIMIENTO, S.A.",,
5087,,"7 ESTRELLAS EDUCACIÓN Y OCIO, S.L.",,
4767,,MANCOMUNIDAD MUNICIPAL PRO-MINUSVALIDOS PSIQUICOS TALLER RANZARI,,
4701,,"MASTALLER, S.L.",,
4596,,"AIRUGA ELEKTRIZITATEA, S.L.",,
8453,,"MIRAMAR GUNITADOS, S.A.",,
4542,,"ETXEZABAL, S.L.",,
4488,,"TROEM EGA TRANSFORMERS, S.L.L.",,
4909,,"ARIDOS Y HORMIGONES CAMPINO, S.L.",,
4776,,"BIKAILAN CONSTRUCCIONES Y REFORMAS, S.L.L.",,
4527,,"PROSIN, S.L.",,
4231,,"CONSTRUCCIONES URDINBERRI, S.L.",,
4522,,"IPAR ACISA, S.L.",,
4889,,"SUBTEK INGENIERÍA, S.L.",,
4506,,"ALFASIGMA ESPAÑA, S.L.",,
4847,,"SOLVENTIC SOLUCIONES EFICIENTES, S.L.",,
4418,,"MIRANDAOLA SERVICIOS MEDIOAMBIENTALES, S.L.",,
4427,,"ENTE DE APROVECHAMIENTO DE ENERGÍAS RENOVABLES, S.L.",,
4939,,"EKOIUREPLUS, S.L.L.",,
4970,,"VIRA OBRAS Y REFORMAS, S.L.",,
4993,,"ALTROTE PRODUCCIONES, S.L.",,
4828,,"TXUKUN-TAZ, S.L.",,
5134,,"ALUALNE, S.L.",,
5187,,IGNACIO ECHARRI S.L.,,
4641,,"ARALAR DESINFECCION, S.L.",,
,,,,
6570,,"SISTEMAS TECNOLÓGICOS AVANZADOS, S.A.",,
6563,,"TOTAL EKIP, S.L.",,
6355,,SERGIO DE LA RIVA MIGUEL,,
6468,,"BIP&DRIVE EDE, S.A.",,
6362,,COMESA EQUIPAMIENTO INTEGRAL DE SEGURIDAD SL,,
7539,,LZB ARKITEKTURA KOOPERATIBA ELKARTE TXIKIA,,
6004,,LEVENGER S.L.,,
6960,,TRENASA S.A.,,
5532,,RENOVALAN ZESTOA S.L.,,
6496,,DEBA BEHEKO GARAPEN EKONOMIKORAKO ELKARTEA S.A.,,
6565,,"FÉLIX MARTÍNEZ DE LECEA, S.L.",,
6500,,"ZERTEK SMART SOLUTIONS, S.L.",,
6420,,TIK TAK FILM STUDIO KOOP. ELK. TXIKIA,,
6455,,"MAIPE COMERCIAL, S.L.",,
6406,,HIRUBE S. COOP.,,
7116,,AMEBA KULTUR ELKARTEA,,
6342,,"MNEMO EVOLUTION & INTEGRATION SERVICES, S.A.",,
6381,,"SERVICIOS INTEGRALES CONTROLADOS, S.L.",,
6118,,MONTAJES INDUSTRIALES OGOÑO S.L.L.,,
6309,,JOSEBA DE BERISTAIN Y EGUIA,,
6050,,"SEI, INGENIERIA, EQUIPOS Y MONTAJES ELECTRICOS, S.L.",,
8096,,"API OFICINA DE ARQUITECTURA, S.L.",,
6487,,BURUTU COMUNICACION S.L.,,
6111,,ARJO IBERIA S.L.,,
5658,,"3S EFICIENCIA, S.L.",,
,,,,
5990,,ARAUDI SOCIEDAD LIMITADA PROFESIONAL,,
6060,,"EGUR HOUSE SYSTEM,S.L.",,
6357,,AYFER LANAK S.L.,,
5687,,"SOPRA STERIA ESPAÑA, S.A.U.",,
6102,,"SONMÉDICA, S.L.",,
5657,,"SEIDOR TECH, S.A.",,
6032,,"BSP SERVICIOS DE CONSULTORIA TECNICA, S.L",,
5672,,RIOZURI S.L.,,
6236,,ERKI CONSTRUCCION SOSTENIBLE S.L.,,
8703,,MKV MEDIALAB SL,,
5983,,Iñigo Lizari Illarramendi,,
5885,,"DIONISIO ORMAZABAL, SA",,
5823,,"BOSTAK MANAGEMENT, S.L.",,
5879,,"FIELDEAS, S.L.",,
6412,,"TECNICA CINEMATOGRAFICA LOZA, S.L.",,
8288,,"CENTRO INTERNACIONAL DE IDIOMAS, S.A.",,
6185,,PORTICO GESTIÓN E INGENERÍA S.L.,,
5838,,"TELEGESTIÓN INTEGRAL DE INSTALACIONES TÉCNICAS, S.L.",,
7900,,TALDE GUNE MUSIKA ESKOLA S.L.,,
6066,,PTW DOSIMETRIA IBERIA S.L.U.,,
5771,,"DIGITALDE COMUNICACIÓN EN RED, S.L.",,
5992,,"ABERING CONTADORES DE AGUA, S.L.",,
5890,,"MUEBLES DE OFICINA AQUERRETA, S.L.",,
5777,,"LEINTZ GARRAIOAK, S.L",,
6002,,"ALONSO SAEZMIERA & GONZALEZ AYO ARQUITECTOS ASOCIADOS, S.L.P.",,
,,,,
6064,,"INGENIERÍA Y REALIZACIONES TÉCNICAS, S.A.",,
6114,,IPARNATURE S.L.,,
6100,,"PERSEUS CIBERSEGURIDAD, S.L.",,
6097,,CURTANA PROFESSIONAL SL,,
5833,,NERAIKER MOBILIARIO DE OFICINA,,
5769,,"SASOIA TERCERA EDAD, S.L.",,
7144,,"REFORMAS ASKETA, S.L.",,
6963,,"ALSERMAN NORTE, SOCIEDAD LIMITADA",,
6587,,"INSTALACIONES ILARDUYA, SL",,
7211,,"IN2DESTINATION RESEARCH AND CONSULTANCY IN TOURISM, S.L.",,
7303,,EUSKO IKASKUNTZA - SOCIEDAD DE ESTUDIOS VASCOS,,
7276,,"ARTEFAKTO ESTUDIO, S.L.",,
7282,,"MACUA AUDITORES, S.L.",,
6991,,"INALBE ERAIKUNTZA INTEGRALA, S.L.",,
6581,,"GESLAGUN, S.L.",,
7044,,"DESARROLLO, ORGANIZACIÓN Y MOVILIDAD S.A.",,
7253,,"CONSTRUCCIONES BELAIZE, S.L.",,
7036,,"SYSTEM ARS SOLUCIONES DE GESTIÓN, S.L.",,
7277,,CRISTIAN VASILE VIDA,,
4614,,"BACK STAGE MARKETING, S.L.",,
7051,,"PAUSA DIGITAL, S.L.",,
6867,,"IENERPRO 2014, S.L.",,
2401,,LOINTEK INGENIERIA Y TECNICAS DE MONTAJES SL,,
6945,,ALONSO HERNANDEZ ASOCIADOS ARQUITECTURA SL,,
6937,,MARIA JOSE URTEAGA PEÑA,,
,,,,
6887,,ISPIZUA ARQUITECTOS 3 SLP,,
7074,,IVON BASTERRECHEA URIONA,,
8283,,"LUCAS ROJAS, S.L.",,
6933,,"KERN PHARMA, S.L.",,
6900,,JUAN LUIS URRESTI GOROSTIZAGA,,
7158,,"INGENIERÍA Y VISIÓN ARTIFICIAL, S.L.",,
7354,,"HIBERUS SISTEMAS INFORMÁTICOS, S.L.",,
7296,,"SASTRERIA ALDABALDETRECU, S.L.",,
6985,,"EUROPEA DISTRIBUCIÓN, COMERCIO Y TRANSPORTE EDICT, S.L.",,
6769,,"TYM ASOCIADOS TALLER DE ARQUITECTURA, S.L.",,
6947,,"QUARTAN IRUDI ZERBITZUAK, S.L.",,
7220,,PROYECTOS DE INGENIERÍA INSTRUMENTACION Y CONTROL S.L.,,
7121,,FEDERICO PUY ECHEVERRIA,,
6826,,"MIÑANA BELTRAN ECONOMISTAS-ABOGADOS, S.L.",,
8286,,"PEÑA TXURI SURF ESKOLA, S.L.",,
6871,,"BINARI SERVICIOS GLOBALES DE COMUNICACIÓN, S.L.L.",,
6520,,"MEDICAL IBÉRICA, S.A.",,
6494,,"PIKABEA ASEGURU ARTEKARITZA, S.L.",,
6742,,"TERESA FERNANDEZ ESCUREDO-EKKA GONZALEZ FERNANDEZ, S.C.",,
6854,,ZAINDU&KONPONDU SL,,
6671,,"BRÓCOLI, S.L",,
7429,,"SERVICIOS DE MANTENIMIENTO HERCA, S.A.",,
7238,,"RADIMER SEGURIDAD, S.L.",,
6905,,"FORTIER EUROPE, S.L",,
6299,,ASOCIACIÓN EDUCATIVA RECICLANET HEZGARRI ELKARTEA,,
,,,,
6508,,"MEIVCORE EUSKADI, S.L.",,
7043,,"ALFA FORMACIÓN Y CONSULTORÍA, S.L.",,
6861,,"ASESORES DE ORGANIZACION Y SISTEMAS DE INFORMATICA, S.L.L.",,
6296,,ADAKA S. COOP.,,
6696,,"EDWINDO 4 MORCARO, S.L.",,
6841,,"TORQUEMADA GESTIÓN, S.L.",,
6842,,XABIER ILLARRAMENDI EGAÑA,,
6898,,"SAGARDE, S. L.",,
6445,,NORA ELORRIAGA DIAZ DE TUESTA,,
7656,,ARTINGENIUM INGENIERIA ARTISTICA S.L.,,
7818,,ACVIL APARCAMIENTOS S.L,,
7799,,"CONGENIA INTEGRACIÓN, SOCIEDAD LIMITADA",,
7767,,FLORENCIO FELIPE EZQUERRA FERNÁNDEZ DE PINEDO,,
7854,,"ISART INSTALACIONES Y EQUIPAMIENTOS DE SEGURIDAD, SOCIEDAD LIMITADA",,
7659,,ÓSCAR FERNÁNDEZ VIRTO,,
7709,,"MONTAJES PAOTXETA, S.L.",,
4791,,"FERNANDO PETRALANDA ERAIKETAK, S.L.",,
7703,,GABINETE DE ASISTENCIA PSICOLOGICA Y PEDAGOGICA DE AMURRIO SC,,
7888,,JOSE RAMON DE LA PARTE ORTEGA,,
7880,,"PAPYRO SERVICIOS Y PROYECTOS, S.L.",,
7724,,"ALDABA OBRAS REUNIDAS, S.L.",,
8093,,JORGE LUIS SANCHEZ NUGRA,,
7797,,"APECECHEA, S.L.",,
7980,,"CURTIDOS GALAICOS, S.L.",,
7936,,"DECAN SPORTS EQUIPMENT, SOCIEDAD LIMITADA",,
,,,,
7728,,"BAINET COMUNICACIÓN, S.A.",,
7645,,"VIVEROS PISUERGA, S.L.",,
7581,,JUAN JAIME ALQUIZA,,
7774,,"EDP SOLAR ESPAÑA, S.A.",,
7585,,JULEN APRAIZ MARAÑÓN,,
7700,,DISTRIVISUAL S.L.,,
7982,,ADOLFO BRAVO DIEZ,,
7850,,HONORIO VICENTE DE PAZ BECARES,,
8001,,"CAJA BLANCA DATOS, S.L.",,
7594,,"NATOURING TURISMO, COMUNICACION Y MEDIO AMBIENTE, S.L.",,
7332,,LECTURA FACIL EUSKADI IRAKURKETA ERRAZA S.L.,,
7426,,"THE MAD PIXEL FACTORY, S.L.",,
8327,,"ZUZENDUZ MOBILITY, S.L.",,
7537,,"ANDAIRA TECHNOLOGY, S.L.",,
7533,,CARLOS MARTINEZ UGARTE,,
7451,,"PLASCIES, S.L.",,
7633,,"TECNOMOVILIDAD, S.COOP",,
7535,,"SAREWORK ENGINEERING, S.L.",,
7443,,GAIZKA PORTILLO BENITO,,
7912,,"THINKING FORWARD XXI, S.L.",,
7393,,CONSTRUCCIONES UGALDE-VALERA S.L.,,
7297,,"TERRITORIO Y CIUDAD, S. L.",,
7387,,"INFOSER NEW TECHNOLOGIES, S.L.",,
7454,,"DISA ENERGY, S.L.",,
7491,,"EXCAVACIONES Y JARDINERÍA CHRISTIAN, S.L.",,
,,,,
7668,,"LEKU STUDIO, S.L.P.",,
7640,,"COMSA SERVICE FACILITY MANAGEMENT, S.A.",,
7482,,"GORCA TEXTIL, S.L.",,
7607,,RAMÓN ENRIQUE SALA SCHIEWE,,
7243,,"FORTEKNALIA, S.L.",,
7504,,"ETXANIZ BARDAJÍ, S.L.",,
7716,,"TRADE UNIVERSAL ENERGY, S.A.",,
7876,,JOSE ANTONIO LOPEZ FERNANDEZ,,
8158,,SERVICIO URBANO INTERURBANO DE TRANSPORTE CON AUTOMOVILES LIGEROS (SUITAL) S. COOP.,,
7467,,IAR ERAIKUNTZAK S.L.,,
7324,,"TÉCNICAS Y RECURSOS DE INSTALACIONES, S.L.",,
8611,,"KEIKIGUNE OCIO, S.L.",,
8769,,ROACON S.A.,,
8416,,"URLAN BIOTEKNOLOGIA DEL AGUA, S.L.L.",,
8522,,"RESIDENCIA LEZEAGA BASURTO, S.L.",,
8681,,"ARQUITECTOS AYALA, S.L.P.",,
8649,,JULEN MENDOZA PEREZ,,
8349,,"CLOISTER SERVICES 2000, S.L.",,
8631,,ENBOR CONSULTORES SL,,
8698,,"ORGANIZACIÓN DE SISTEMAS DE DOCUMENTACIÓN Y ARCHIVOS, S.L.",,
8785,,CRISTINA ALONSO MARTINEZ,,
8293,,"MAITOR SERVICIOS INTEGRALES, S.L.",,
8206,,"OREX DIGITAL, S.L.",,
8385,,SERVICIOS TECNICOS SERYMAN SL,,
8889,,"CHROMA MULTIMEDIA, S.L.",,
,,,,
8245,,RAMON GARITANO GARITANO,,
8307,,"SAFETY METHS SEGURIDAD INDUSTRIAL, S.L.",,
8418,,OREKA SAREA SL,,
8341,,"SANFER PLATAFORMA, S.L.",,
8425,,"ALKURE GASTEIZ, S.L.",,
8295,,"AGRUPA LABORATORIO, S.L.",,
8179,,"PRO LIFTS, S.L.",,
8545,,"ECOFOR XXII, S.L.",,
8216,,"CONSTRUCCIONES Y REFORMAS AGROMEN, S.L.",,
8501,,MARIA SORAYA MOLINA GONZALEZ,,
8656,,"SOMOS BRANDED, S.L.",,
8577,,"HELIUM 3 TECHNOLOGIES & CONSULTING, S.L.",,
8781,,"BERDIN ALAVA, S. L.",,
8770,,MARCOS CONTRERAS CABADO,,
8831,,"PRIETO SISTEMAS DE ALMACENAJE, S.L.",,
8389,,BASA ARQUITECTURA S.COOP. PEQUEÑA PROFESIONAL,,
8520,,MIREN ARANTZAZU BENGOETXEA MARTINEZ,,
8163,,"ETXARRI ARQUITECTURA, S.L.",,
8477,,LUIS JAVIER ROS LÓPEZ,,
8097,,"ARABA ESPECTACULOS, S.L.",,
8476,,MARIA CRISTINA ORTEGA NUERE,,
8148,,"CARTONAJES IGAMO, S.A.",,
8234,,CARPINTERIA PERIANES Y CALLEJA SL,,
8497,,"SOCIEDAD GERIATRICA SANTA AGUEDA,S.L.",,
8217,,MARIA LUISA GARCIA ARRIAGA,,
,,,,
8143,,JOSE GUTIERREZ SANCHEZ,,
8450,,"UNIVERSITAS XXI SOLUCIONES Y TECNOLOGÍA PARA LA UNIVERSIDAD, S.A.",,
8549,,IÑIGO URRUTIA IZA,,
8055,,"MADERPLAY, S.L.",,
8102,,"URBEN EASO 77, S.L.",,
8127,,"SUMELEC NAVARRA, S.L.",,
8224,,"MONTAJES ELECTRICOS MENA, S. L.",,
8515,,"BASQUE MOTOR SAN SEBASTIAN, S.L.",,
1320,,"ATTEST CONSULTING, S.L.",,
987,,"TEKNOVAS, S.A.",,
1694,,"VIAJES BIDASOA, S.A.",,
1869,,"TECNOLOGÍA E INVESTIGACIÓN FERROVIARIA, S.A.",,
1754,,"IKUSI SIS, S.A.",,
642,,"NRG COMUNICACIONES, S.A.",,
725,,"CONSTRUCCIONES TEUS, S.A.",,
3193,,"ADTIVA COMUNICACIÓN CREATIVA, S.L.",,
3195,,"ICU MEDICAL PRODUCTOS FARMACÉUTICOS Y HOSPITALARIOS, S.L.",,
3204,,"ARMENTIA GESTIÓN, S.L.",,
1515,,"GUIPASA, S.A.",,
1777,,"HORI-HORI, S.A.",,
491,,"LURGOIEN, S.A.",,
1866,,"EKIN ERAIKETAK, S.L.",,
639,,"EPTISA-CINSA INGENIERÍA Y CALIDAD, S.A.",,
2032,,"AUDIOMIC PRODUCCIONES, S.L.",,
682,,"B. BRAUN BIOTECH, S.A.",,
,,,,
1735,,"AYPRO, S.A.",,
1352,,"SESTRA, S.A.",,
1716,,"DISA QUIRÚRGICA, S.A.",,
410,,"LABORATORIO ARAGÓ, S.A.",,
1647,,"CENTRO DE ESTUDIOS INFORMATICOS, S.A.",,
1808,,"ARAGÓN ALQUILER DE MAQUINARIA, S.A.",,
323,,"MECANOGRÁFICA GASTEIZ, S.L.",,
1409,,"AZUL MARINO VIAJES, S.A.",,
326,,"VIAJES ECUADOR, S.A.",,
2100,,"CONSTRUCCIONES NEO-AMBIENTALES, S.L.",,
23,,"PUBLICIDAD HEDATU, S.L.U.",,
1151,,"N.T.W., S.L.",,
147,,"TÉCNICAS DE MANTENIMIENTO KORSAN, S.L.",,
1004,,"IBERESE, S.A.",,
1397,,"SISTEMAS Y TRATAMIENTOS AUTOMÁTICOS, S.L.",,
1143,,"REPRISS, S.A.",,
1497,,"BERAKO, S.A.",,
1153,,"CONSTRUCCIONES Y CANALIZACIONES AVENIDA, S.L.",,
417,,"TRAUMÉDICA, S.A.",,
309,,"IBÉRICA DE ESTUDIOS E INGENIERÍA, S.A. (IBERINSA)",,
74,,"IMPRENTA BOAN, S.A.",,
1301,,"PROMOCIONES INMOBILIARIAS AKETXE, S.A.",,
575,,"CORMÉDICA, S.A.",,
866,,"COMPANYIES ASSOCIADES DE SERVEIS TECNICS, S.A.",,
1556,,"AUDIFILM NORTE, S.L.",,
,,,,
387,,"CENTRO DE INVESTIGACIÓN Y ESTUDIOS SOCIALES, CIES, S.L.",,
1704,,"UR & MA, ESTUDIOS URBANÍSTICOS Y MEDIOAMBIENTALES, S.L.",,
1452,,"LANKOPI, S.A.L.",,
1949,,"REPARTOS Y DISTRIBUCIONES BIZKAYA, S.L.",,
278,,"CONSTRUCCIONES G. GONZÁLEZ, S.A.",,
676,,"IBERDROLA, S.A.",,
1533,,"ACUÑA, S.A.",,
602,,"DAT-LAN, S.L.",,
1882,,"IKERTALDE GRUPO CONSULTOR, S.A.",,
2196,,"CRISTALUX LIMPIEZAS, S.L.",,
1746,,"ETORKIZUN-BIDE, S.L.",,
2022,,"REINISCH ESPAÑA, S.L.",,
910,,"YEREGUI, S.A. EMPRESA CONSTRUCTORA",,
1935,,"J.A. PERAL, S.L.",,
1720,,"PROIMA, S. COOP.",,
971,,"EUROPRENDAS, S.L.",,
1666,,"SERVICIO DE ASISTENCIA A INSTALACIONES DE CALEFACCIÓN, S.A.",,
2153,,"CONSTRUCCIONES BIDEGI, S.L.",,
2118,,"RECUPERACIONES ARGÉNTICAS GAR, S.L.",,
